"","ID","X","ISO_SOV1","SOVEREIGN1","New.OpCode","X5STRING","Exped.","Location.x","Sublocation","SAUP.Cell","IUCN","Protection","USE.","Grounded.","Date","Year","Month","Long.in","Lat.in","Long.out","Lat.out","Time.In","Time.Out","EM.who","EM.date","PM.who","PM.date","ID.check","Field.comments","Processing.comments","OpCode","Camera.Depth..m.","Rig.","Site.Rig","Converted","Video.file","Left.Camera","Right.Cam","Site","Code","Distance.from.summit","Direction","Initial.obs","Vessel","HD.Num","Bait","Gear","Have.Lengths.","Have.MaxN.","Status","Seabed.depth..m.","Zone","Crew","Species","CTD","Water.sample.metadata","Project","Project.1","Wpt","Habitat.taken","Habitat.type","Total.time.Processed.for.MaxN","Location.y","GEONAME","TERRITORY1","conflicts","RuleofLaw_mean","NoViolence_mean","GovernmentEffectiveness_mean","Voice_mean","Corruption_mean","HDI_mean","Country","NGO","MarineEcosystemDependency","SAU","TravelTime_market","LinearDistcities","TravelTime_pop","LinearDistpop","FE_PurseSeine","FE_DriftingLongline","FE_FixedGear","FE_OtherFishing","FE_Trawlers","distPort","distSeamounts","distCoralReef","Bathymetry","Slope","distCoast","PP","CHL","SST_mean","SST_sd","protection"
"32",154,1889,"AUS","Australia","GCT19_051","GCT19_11","Gracetown 2019","Gracetown","Gracetown",NA,"VI","In","Yes","no","03/03/2019",2019,"Mar",114.751805,-34.02820501,"114.742503","-34.02468997","22:00.0","23:00.0","AJ","17/05/2019","AJ","43602","ND","","6mins short","GCT19_051","","R1","","Yes","","100","101","","","","","","NEGU","","Sardine waste","","GCT19_051","GCT19_051","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Gracetown","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,278.4957393,410.1320344,241667.6982,70.24264069,22323.43919,NA,0,NA,NA,NA,57.23630142,158775.9505,223965.9129,-82.04585266,89.96870422,23004.92525,394.0852966,0.222729683,20.45817566,1.211112261,"Not reported"
"33",159,1894,"AUS","Australia","GCT19_056","GCT19_12","Gracetown 2019","Gracetown","Gracetown",NA,"VI","In","Yes","no","03/03/2019",2019,"Mar",114.755047,-33.97740397,"114.75087","-33.96851697","45:00.0","45:00.0","ND","20/05/2019","ND","43605","AJ","","","GCT19_056","","R6R","","Yes","","110","111","","","","","","NEGU","","Sardine waste","","GCT19_056","GCT19_056","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Gracetown","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,461.6086732,392.1320344,236775.0689,66,21687.00822,NA,NA,NA,NA,NA,52.41526413,164033.4295,218729.0996,-62.90120316,89.90234375,21759.71329,398.4718933,0.222757474,20.44765663,1.220463514,"Not reported"
"34",164,1899,"AUS","Australia","GCT19_061","GCT19_13","Gracetown 2019","Gracetown","Gracetown",NA,"VI","In","Yes","no","03/03/2019",2019,"Mar",114.690381,-33.97462101,"114.679743","-33.98166499","08:00.0","09:00.0","ND","21/05/2019","N/A","N/A","AJ","","No L","GCT19_061","","12","","Yes","","120","121","","","","","","NEGU","","Sardine waste","","GCT19_061","GCT19_061","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Gracetown","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,461.6086732,399.5878785,239580.5921,84,27922.67268,NA,NA,NA,NA,NA,56.19824982,165504.2689,220436.8459,-129.9178314,89.89855957,27967.94546,354.6386414,0.194084272,20.61781311,1.242513776,"Not reported"
"35",169,1904,"AUS","Australia","GCT19_066","GCT19_14","Gracetown 2019","Gracetown","Gracetown",NA,"VI","In","Yes","no","03/03/2019",2019,"Mar",114.721849,-33.94767403,"114.711005","-33.94384802","25:00.0","25:00.0","ND","17/05/2019","N/A","N/A","AJ","","No PM, R short","GCT19_066","","R5","","Yes","","130","131","","","","","","NEGU","","Sardine waste","","#N/A","GCT19_066","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Gracetown","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,461.6086732,386.8599564,235584.37,75,24887.5056,NA,NA,NA,NA,NA,52.65499115,167714.0557,216737.3839,-109.9097672,89.94998169,24938.97439,379.7838745,0.209696129,20.54656219,1.212234259,"Not reported"
"36",175,1910,"AUS","Australia","GCT19_072","GCT19_15","Gracetown 2019","Gracetown","Gracetown",NA,"VI","In","Yes","no","03/03/2019",2019,"Mar",114.722184,-33.92072001,"114.723498","-33.91363101","50:00.0","50:00.0","ND","16/05/2019","ND","43601","CR","","","GCT19_072","","R2","","Yes","","144","145","","","","","","NEGU","","Sardine waste","","GCT19_072","GCT19_072","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Gracetown","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,461.6086732,377.8599564,233085.9648,75,24695.25405,NA,NA,NA,NA,NA,50.46593475,170523.6521,214017.6638,-107.5776443,89.95481873,25209.63221,379.7838745,0.209696129,20.54656219,1.212234259,"Not reported"
"37",183,1918,"AUS","Australia","GCT19_080","GCT19_16","Gracetown 2019","Gracetown","Gracetown",NA,"VI","In","Yes","no","03/03/2019",2019,"Mar",114.757371,-33.91232796,"114.760027","-33.89571302","13:00.0","14:00.0","ND","15/05/2019","ND","43600","AJ","","","GCT19_080","","12","","Yes","","160","161","","","","","","NEGU","","Sardine waste","","GCT19_080","GCT19_080","Done_EMPM","","","","","1 and girl","","","GWOT","",NA,NA,NA,"Gracetown","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,461.6086732,369.8893937,230623.8519,63,21184.97505,NA,NA,NA,NA,NA,46.93724823,170814.8701,212083.9928,-59.99875259,89.87808228,21699.92207,413.2266846,0.230263174,20.42926979,1.230712533,"Not reported"
"38",185,1920,"AUS","Australia","GCT19_082","GCT19_17","Gracetown 2019","Gracetown","Gracetown",NA,"VI","In","Yes","no","06/03/2019",2019,"Mar",114.81666,-33.94985097,"114.81207","-33.96029399","13:00.0","18:00.0","ND","15/05/2019","N/A","N/A","N/A","","No fish","GCT19_082","","R10","","Yes","","102","103","","","","","","NEGU","","Sardine waste","","#N/A","#N/A","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Gracetown","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,461.6086732,375.6761902,231381.7513,48,15745.77574,NA,NA,NA,NA,NA,46.26655579,166022.8075,214177.6173,-46.43910599,89.69036865,15795.97388,438.0286865,0.24801442,20.3051033,1.245451808,"Not reported"
"39",189,1924,"AUS","Australia","GCT19_086","GCT19_18","Gracetown 2019","Gracetown","Gracetown",NA,"VI","In","Yes","no","06/03/2019",2019,"Mar",114.850582,-33.977842,"114.846952","-33.98671299","31:00.0","35:00.0","ND","14/05/2019","ND","43599","AJ","","","GCT19_086","","R5","","Yes","","110","111","","","","","","NEGU","","Sardine waste","","GCT19_086","GCT19_086","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Gracetown","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,461.6086732,379.3502884,232526.5709,36,12473.76336,NA,NA,NA,NA,NA,47.25022507,162664.22,216134.7235,-41.98377228,87.9226532,12596.87925,463.8647461,0.267294616,20.19921875,1.259181738,"Not reported"
"40",194,1929,"AUS","Australia","GCT19_091","GCT19_19","Gracetown 2019","Gracetown","Gracetown",NA,"VI","In","Yes","no","06/03/2019",2019,"Mar",114.882591,-34.00534596,"114.878552","-34.01759796","52:00.0","52:00.0","AJ","13/05/2019","N/A","N/A","CR","","R naughty- corrupted file in raw","GCT19_091","","R1","","Yes","","121","122","","","","","","NEGU","","Sardine waste","","#N/A","GCT19_091","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Gracetown","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,278.4957393,374.0782105,233782.0658,28.24264069,9478.235101,NA,NA,NA,NA,NA,48.60349655,159428.1506,218158.9893,-41.7347908,89.41736603,10259.43423,NA,0.282984138,20.11150932,1.262545347,"Not reported"
"41",199,1934,"AUS","Australia","GCT19_096","GCT19_20","Gracetown 2019","Gracetown","Gracetown",NA,"VI","In","Yes","no","06/03/2019",2019,"Mar",114.883708,-33.95057098,"114.879289","-33.968681","08:00.0","20:00.0","ND","13/05/2019","N/A","N/A","CR","","RHS short ,no PM","GCT19_096","","R6R","","Yes","","131","132","","","","","","NEGU","","Sardine waste","","#N/A","GCT19_096","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Gracetown","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,461.6086732,367.8650071,228506.2757,27,9279.260668,NA,NA,NA,NA,NA,42.93489075,165209.424,212502.2198,-41.8440094,88.48332214,9349.86881,NA,0.287494153,20.13604164,1.275905609,"Not reported"
"42",203,2188,"AUS","Australia","GEO18_100","GEO18_20","Geographe Bay 2018","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","13/02/2018",2018,"Feb",115.41032,-33.37786,"115.4127","-33.37156","23:00.0","25:00.0","ND","14/03/2018","CR","43185","CR","L short, 1:38","Monacanthidae juvie","GEO2_100","10","12","","Yes","","136","175","","","","","","NEGU","","","","GEO18_100","GEO18_100","Done_EMPM","","","","","1 and girl","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,465.9057093,241.0599205,152359.9398,49.66904756,16952.30027,NA,NA,NA,NA,NA,15.9392767,228253.4439,144388.7938,-28.19494438,89.4210968,17059.08006,572.8848267,0.394566804,19.6958847,2.140217781,"Not reported"
"43",204,2189,"AUS","Australia","GEO19_001","GEO19_01","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","07/03/2019",2019,"Mar",115.301084,-33.384244,"115.294074","-33.39154699","28:00.0","28:00.0","ND","21/05/2019","N/A","N/A","N/A","","No Fish","GEO19_001","10","12","","Yes","","101","102","","","","","","NEGU","","Sardine Waste","","#N/A","#N/A","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,465.9057093,274.0599205,156804.4789,73.88225099,23958.39833,NA,NA,NA,NA,NA,23.82052803,226189.8883,145719.757,-36.10552979,89.30658722,24818.74977,525.8251953,0.351757258,19.81786346,1.949405193,"Not reported"
"44",209,2194,"AUS","Australia","GEO19_006","GEO19_02","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","07/03/2019",2019,"Mar",115.236691,-33.38414501,"115.227069","-33.39211604","42:00.0","45:00.0","ND","22/05/2019","ND","43607","CR","","","GEO19_006","10","R5","","Yes","","111","112","","","","","","NEGU","","Sardine Waste","","GEO19_006","GEO19_006","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,465.9057093,292.0599205,159319.51,75.12489168,23938.97906,NA,NA,NA,NA,NA,28.25174713,225608.5035,146445.3519,-39.37794113,89.68006134,24273.31911,505.1523132,0.331430018,19.92427063,1.809162259,"Not reported"
"45",214,2199,"AUS","Australia","GEO19_011","GEO19_03","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","07/03/2019",2019,"Mar",115.18879,-33.36996803,"115.179855","-33.38102301","17:00.0","20:00.0","ND","23/05/2019","N/A","N/A","CR","","L short, ID in R. Can't get juveniles in same frame to measure","GEO19_011","10","R1","","Yes","","122","123","","","","","","NEGU","","Sardine Waste","","#N/A","GEO19_011","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,465.9057093,305.8172798,159971.4684,67.88225099,22577.95802,NA,NA,NA,NA,NA,28.18272781,226791.9725,145666.3716,-40.71718216,89.37639618,22611.72373,503.8919067,0.321620703,20.01645851,1.677592516,"Not reported"
"46",223,2208,"AUS","Australia","GEO19_020","GEO19_04","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","07/03/2019",2019,"Mar",115.122278,-33.37881002,"115.114643","-33.38759702","42:00.0","43:00.0","ND","24/05/2019","N/A","N/A","AJ","","EM 9 mins short. R 30 mins short, no PM","GEO19_020","10","12","","Yes","","140","141","","","","","","NEGU","","Sardine Waste","","#N/A","GEO19_020","Done_EM","","","","","1 and girl","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,465.9057093,318.2081528,163788.8591,57.42640687,18222.66942,NA,NA,NA,NA,NA,26.75113869,225546.9517,147829.0448,-42.99964142,45.28458786,18729.19179,496.8059692,0.312357545,20.04348946,1.58736968,"Not reported"
"47",228,2213,"AUS","Australia","GEO19_025","GEO19_05","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","07/03/2019",2019,"Mar",115.102301,-33.41584403,"115.096264","-33.42583803","02:00.0","06:00.0","AJ","27/05/2019","N/A","N/A","N/A","","No fish","GEO19_025","10","R6","","Yes","","150","151","","","","","","NEGU","","Sardine Waste","","#N/A","#N/A","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,465.9057093,303.7228714,168188.9133,42.9411255,13854.16391,NA,NA,NA,NA,NA,22.54600716,221532.8727,152112.2972,-44.43797302,89.16390991,14327.84601,496.8059692,0.312357545,20.04348946,1.58736968,"Not reported"
"48",232,2217,"AUS","Australia","GEO19_029","GEO19_06","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","07/03/2019",2019,"Mar",115.169735,-33.41545402,"115.16538","-33.42538498","15:00.0","21:00.0","ND","28/05/2019","N/A","N/A","N/A","","No fish","GEO19_029","10","R2","","Yes","","158","159","","","","","","NEGU","","Sardine Waste","","#N/A","#N/A","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,465.9057093,308.4091629,165144.0281,53.91168825,17575.08492,NA,NA,NA,NA,NA,22.41220284,221829.9312,150777.6356,-41.72957993,89.41506195,17589.15378,501.0244141,0.322406858,19.96765518,1.737221479,"Not reported"
"49",234,2219,"AUS","Australia","GEO19_031","GEO19_07","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","08/03/2019",2019,"Mar",115.105436,-33.49043601,"115.093738","-33.48763998","03:00.0","03:00.0","ND","28/05/2019","N/A","N/A","N/A","","No fish","GEO19_031","10","R1","","Yes","","101","102","","","","","","NEGU","","Sardine Waste","","#N/A","#N/A","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,465.9057093,279.7228714,175096.4086,22.97056275,7490.255243,NA,0,NA,NA,NA,14.72022343,213571.4002,159836.8451,-36.6249733,89.5470047,7454.708941,511.8174744,0.324126184,19.9607296,1.718982697,"Not reported"
"50",239,2224,"AUS","Australia","GEO19_036","GEO19_08","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","08/03/2019",2019,"Mar",115.170999,-33.46410502,"115.158467","-33.46246703","26:00.0","30:00.0","ND","29/05/2019","N/A","N/A","AJ","","Can't get juvenile in same frame to measure","GEO19_036","10","R6","","Yes","","111","112","","","","","","NEGU","","Sardine Waste","","#N/A","GEO19_036","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,465.9057093,293.4091629,169759.1628,39.9411255,13304.51788,NA,NA,NA,NA,NA,18.00714111,216644.1458,155876.496,-34.94231033,89.68154144,13632.66431,502.7593384,0.330552131,19.92302132,1.889751077,"Not reported"
"51",244,2229,"AUS","Australia","GEO19_041","GEO19_09","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","08/03/2019",2019,"Mar",115.233273,-33.48452199,"115.220083","-33.48594801","06:00.0","06:00.0","ND","30/05/2019","N/A","N/A","N/A","","No fish","GEO19_041","10","12","","Yes","","122","123","","","","","","NEGU","","Sardine Waste","","#N/A","#N/A","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,465.9057093,285.6934342,169236.3855,49.66904756,16243.79833,NA,NA,NA,NA,NA,17.66073227,214888.1656,157120.9037,-33.06412506,89.62298584,16559.96999,508.6227417,0.338148504,19.87416649,1.967116833,"Not reported"
"52",249,2234,"AUS","Australia","GEO19_046","GEO19_10","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","08/03/2019",2019,"Mar",115.266292,-33.51990703,"115.252539","-33.51983302","25:00.0","30:00.0","ND","04/06/2019","ND","43620","AJ","","","GEO19_046","10","R5","","Yes","","132","133","","","","","","NEGU","","Sardine Waste","","GEO19_046","GEO19_046","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,21.12358733,268.7228714,171484.2037,42,14319.3137,NA,NA,NA,NA,NA,16.39235497,211418.935,160488.5091,-28.16443443,89.55731201,14439.00007,546.7663574,0.374648094,19.79494667,2.117961407,"Not reported"
"53",254,2239,"AUS","Australia","GEO19_051","GEO19_11","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","08/03/2019",2019,"Mar",115.299361,-33.48361197,"115.288176","-33.48547803","48:00.0","48:00.0","ND","05/06/2019","ND","43621","AJ","","","GEO19_051","10","R1","","Yes","","142","143","","","","","","NEGU","","Sardine Waste","","GEO19_051","GEO19_051","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,465.9057093,276.9949494,166698.8606,52.66904756,16995.3536,NA,NA,NA,NA,NA,18.64805412,215615.1097,156309.8867,-28.22740555,89.8208847,17602.00878,544.9942017,0.370837748,19.7266655,2.128480434,"Not reported"
"54",259,2244,"AUS","Australia","GEO19_056","GEO19_12","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","08/03/2019",2019,"Mar",115.298553,-33.52127404,"115.284992","-33.52223796","03:00.0","08:00.0","ND","06/06/2019","N/A","N/A","N/A","","No fish","GEO19_056","10","R6","","Yes","","152","153","","","","","","NEGU","","Sardine Waste","","#N/A","#N/A","Done_EM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,21.12358733,264.9949494,170474.3929,42,13250.02321,NA,NA,NA,NA,NA,14.80300236,211609.7479,160323.1063,-25.42599869,89.698349,13793.2194,592.4147949,0.406425327,19.70807266,2.210480452,"Not reported"
"55",264,2249,"AUS","Australia","GEO19_061","GEO19_13","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"VI","In","Yes","no","09/03/2019",2019,"Mar",115.346864,-33.56751901,"115.344478","-33.56715901","23:00.0","23:00.0","ND","07/06/2019","ND","43623","CR","Bottle 1","","GEO19_061","10","12","","Yes","","101","102","","","","","","NEGU","","Sardine Waste","","GEO19_061","GEO19_061","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,21.12358733,245.7523087,173510.8531,22.24264069,7187.214005,NA,NA,NA,NA,NA,7.631255627,207307.7243,164898.5614,-14.06346703,89.44067383,7785.885562,1108.320313,0.747391403,19.58697891,2.469074249,"Not reported"
"56",269,2254,"AUS","Australia","GEO19_066","GEO19_14","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"II","In","No","yes","09/03/2019",2019,"Mar",115.375227,-33.55695102,"115.372577","-33.55747397","37:00.0","41:00.0","AJ","06/06/2019","AJ","43623","ND","","Can see floor, couldnt measure all right short","GEO19_066","10","R5","","Yes","","111","112","","","","","","NEGU","","Sardine Waste","","GEO19_066","GEO19_066","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,21.12358733,252.4802307,171564.7165,19.97056275,6595.776732,NA,NA,NA,NA,NA,7.838559151,208823.6521,163631.6069,-13.00313282,89.31813049,7357.072393,2465.346191,1.566159725,19.52947998,2.618228436,"Not reported"
"57",274,2259,"AUS","Australia","GEO19_071","GEO19_15","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"II","In","Yes","no","09/03/2019",2019,"Mar",115.395138,-33.548592,"115.394963","-33.55183999","58:00.0","59:00.0","AJ","05/06/2019","AJ","43621","ND","","Can see floor","GEO19_071","10","R1","","Yes","","122","123","","","","","","NEGU","","Sardine Waste","","GEO19_071","GEO19_071","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,21.12358733,257.9655121,170120.333,19.97056275,6505.103468,NA,2.743750095,NA,NA,NA,8.943689346,210005.3938,162667.9408,-12.95167542,89.36479187,6533.409019,2465.346191,1.566159725,19.52947998,2.618228436,"Part"
"58",280,2265,"AUS","Australia","GEO19_077","GEO19_16","Geographe Bay 2019","Geographe Bay","Geographe Bay",NA,"II","In","Yes","no","09/03/2019",2019,"Mar",115.382346,-33.537374,"115.380933","-33.54165799","14:00.0","22:00.0","AJ","30/05/2019","AJ","43615","ND","","Can see floor ","GEO19_077","10","R7","","Yes","","134","135","","","","","","NEGU","","Sardine Waste","","GEO19_077","GEO19_077","Done_EMPM","","","","","","","","GWOT","",NA,NA,NA,"Geographe Bay","Australian Exclusive Economic Zone","Australia",1,1.78,0.98,1.59,1.4,1.85,0.933,"Australia",699,0.095532,21.12358733,259.7228714,169364.7095,24.21320344,8091.188001,NA,NA,NA,NA,NA,10.05032349,210994.1889,161514.9389,-15.34309006,89.82449341,8246.908234,1064.49231,0.720239878,19.55161476,2.518997908,"Not reported"
